اسم المنتج,الوصف القصير,الوصف الكامل,السعر,العملة,الكمية,الصورة,التصنيف,الحالة,المتغر,الباركود,الوزن
"اميدابرايد 200اس ال حجم 1 لتر","مبيد اميدابرايد 200اس المبيد حشري جهازي على هيئة سائل مركز قابل للذوبان يعمل بالملامسة و عن طريق الم","مبيد اميدابرايد 200اس المبيد حشري جهازي على هيئة سائل مركز قابل للذوبان يعمل بالملامسة و عن طريق المعدة .",86.25,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/99d056dd-86bd-4a67-8a19-e8f85f890197-thumbnail-1000x1000-70.webp","",1,"","6285402339536",""
"تاج بست 25-25-18 سطل 20 كجم","يتميز سماد معجون تاج بست بأنه يحتوى على نسبة من البوتاسيوم، والتي تعمل على زيادة نسبة السكريات والكر","يتميز سماد معجون تاج بست بأنه يحتوى على نسبة من البوتاسيوم، والتي تعمل على زيادة نسبة السكريات والكربوهيدرات في الثمار, كما انه يتميز بدرجة حموضة منخفضة",143.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/80e3bea4-2ebc-4c1e-b3bf-841cea0d55c5-thumbnail-1000x1000-70.jpg","",1,"","6285402334593",""
"كبريت تعفير الوطنية 25 كيلو","يعتبر كبريت تعفير الوطنية من أفضل أنواع المبيدات الفطرية، والتي يستهدف مجموعة من الآفات، مثل البياض ","يعتبر كبريت تعفير الوطنية من أفضل أنواع المبيدات الفطرية، والتي يستهدف مجموعة من الآفات، مثل البياض الدقيقي والعناكب، كما يعمل على الوقاية من الأمراض الفطرية",115.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ff8f27a8-e84a-41be-ac87-01706cc06edc-thumbnail-1000x1000-70.webp","",1,"","Z.68552.16962811135309513",""
"مجموعة تقوية التربة","مجموعة تقوية التربة تجربة متميزة في الزراعة | اختر مجموعة وشاهد الفارق الواضح في محصولك | شركة تاج ا","مجموعة تقوية التربة تجربة متميزة في الزراعة | اختر مجموعة وشاهد الفارق الواضح في محصولك | شركة تاج الزراعية",247.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/b13adc7b-45dd-40fe-ae91-39ee613bdf59-thumbnail-1000x1000.png","",1,"","Z.68552.16945038804607947",""
"دلتامك 1.8% مبيد عناكب 250 مل","اشترِ دلتامك 1.8% مبيد عناكب بسعة 250 مل من شركة تاج الزراعية | حماية فعالة ضد الآفات الزراعية","اشترِ دلتامك 1.8% مبيد عناكب بسعة 250 مل من شركة تاج الزراعية | حماية فعالة ضد الآفات الزراعية",20.70,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f56681d2-3988-44ae-88fe-2d8a07476987-thumbnail-1000x1000-70.jpg","",1,"","3000089",""
"تربة 80 لتر ( بوتنج سويل)","زِر شركة تاج الزراعية للحصول على بوتنج سويل 80 لتر , حماية للتربة الزراعية,الداخلية و الأشجار .قابل ","زِر شركة تاج الزراعية للحصول على بوتنج سويل 80 لتر , حماية للتربة الزراعية,الداخلية و الأشجار .قابل للخلط مع البرلايت والرمل",60.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/9b011529-cf46-485e-aea4-78e7fb97ddba-thumbnail-1000x1000-70.jpg","",1,"","1100109",""
"هايجرين مبيد فطري 500 ملجم","حماية نباتاتك بأمان مع هايجرين مبيد فطري 500 ملجم | شركة تاج الزراعية ,يقضي على فطريات التربة","حماية نباتاتك بأمان مع هايجرين مبيد فطري 500 ملجم | شركة تاج الزراعية ,يقضي على فطريات التربة",57.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d1a2828c-fbb1-4d48-9057-6fa6d0b24111-thumbnail-1000x1000-70.webp","",1,"","6295402345659",""
"سايبر ماكس مبيد حشري 1 لتر","تجارب ناجحة مع سايبر ماكس مبيد حشري 1 لتر | شركة تاج الزراعية, حماية قوية ضد الآفات الزراعية ,يسيطر ","تجارب ناجحة مع سايبر ماكس مبيد حشري 1 لتر | شركة تاج الزراعية, حماية قوية ضد الآفات الزراعية ,يسيطر على العديد من فصائل الحشرات ومن أهمها الذبابة البيضاء",25.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/09e17578-aff9-4966-9379-d7f836b92330-thumbnail-1000x1000-70.jpg","",1,"","6295402340135",""
"بندالين مبيد اعشاب 5 لتر","زِر شركة تاج الزراعية لاكتشاف بندالين مبيد اعشاب 5 لتر ,يتميز بطول فترة بقائه في التربة وانخفاض درجة","زِر شركة تاج الزراعية لاكتشاف بندالين مبيد اعشاب 5 لتر ,يتميز بطول فترة بقائه في التربة وانخفاض درجة تطايره . يعمل المبيد عن طريق تثبيط طور النمو في عملية الإنبات المبكر للأعشاب",230.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/3e653181-2d29-424d-a737-ec268e14e6fa-thumbnail-1000x1000-70.jpg","",1,"","300030",""
"كوسا ساندي هجين باكت 1000 بذره","احصل الأن على بذور كوسا ساندي هجين باكت 1000 بذره | من شركة تاج الزراعية لتحسين إنتاج محاصيلك, جودة ","احصل الأن على بذور كوسا ساندي هجين باكت 1000 بذره | من شركة تاج الزراعية لتحسين إنتاج محاصيلك, جودة بذور ومحاصيل تثبت نفسها",149.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/20f0f120-9108-407b-80e8-c725c84ab300-thumbnail-1000x1000-70.jpg","",1,"","6285402338546",""
"جران لار 18-18-5 حجم 25 ك","احمل مستقبل مزرعتك مع سماد 18 18 5 جران لار حجم 25 ك من شركة تاج الزراعية, زيادة في الإنتاجية وجودة ","احمل مستقبل مزرعتك مع سماد 18 18 5 جران لار حجم 25 ك من شركة تاج الزراعية, زيادة في الإنتاجية وجودة المحاصيل - جودة تستحق التجربة.",132.25,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/42bf76de-005e-4687-8da8-58356d706d7c-thumbnail-1000x1000-70.jpg","",1,"","6285402335873",""
"مابكو جران 12-12-17 وزن 25 ك","جرب الأن تجربة نمو نباتات رائعة مع سماد 12 12 17 مابكو جران وزن 25 ك | من شركة تاج الزراعية. زراعة ن","جرب الأن تجربة نمو نباتات رائعة مع سماد 12 12 17 مابكو جران وزن 25 ك | من شركة تاج الزراعية. زراعة ناجحة ومريحة تبدأ هنا",138.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/781e5c46-d04a-4778-abd5-c976b03f3dc4-thumbnail-1000x1000-70.jpg","",1,"","6285402335453",""
"احماض امينية 50% حجم 20 ك","احصل على احماض امينية 80% حجم 20 ك | شركة تاج الزراعية لتحسين نمو نباتاتك بكفاءة","احصل على احماض امينية 80% حجم 20 ك | شركة تاج الزراعية لتحسين نمو نباتاتك بكفاءة",230.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/26549125-ee97-4e82-bd19-623e368cc923-thumbnail-1000x1000-70.jpg","",1,"","6285402335187",""
"ذرة صفراء أمريكية","بذور ذرة صفراء , بنسبة نقاوة 99% و ونسبة إنبات 95 %, تجربة ذوق لا تُنسى اكتشف نكهة الزراعة الأمريكية","بذور ذرة صفراء , بنسبة نقاوة 99% و ونسبة إنبات 95 %, تجربة ذوق لا تُنسى اكتشف نكهة الزراعة الأمريكية عالية الجودة , بذور أعلاف |شركة تاج الزراعية",747.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/41ca124f-f719-4700-8b1a-8fd4cd41ba70-thumbnail-1000x1000-70.jpg","",1,"","6285402345964",""
"فلفل انهايم","فلفل انهايم | شركة تاج الزراعية يقدم أفضل أنواع بذور فلفل لمزارعينا, حافظ على جودة محاصيلك","فلفل انهايم | شركة تاج الزراعية يقدم أفضل أنواع بذور فلفل لمزارعينا, حافظ على جودة محاصيلك",161.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/81edc63a-b68d-4b8e-88e0-f8c4176973c0-thumbnail-1000x1000-70.jpg","",1,"","CAT015",""
"جزر نانتس هندي هجين400 جرام","زريعة جزر تتميز بنحافة وبطول 18 إلى 20 سم وشكل أسطواني تمامًا مع أطراف غير حادة الجزر برتقالي جميل ل","زريعة جزر تتميز بنحافة وبطول 18 إلى 20 سم وشكل أسطواني تمامًا مع أطراف غير حادة الجزر برتقالي جميل له نكهة حلوة",69.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f74a4154-ab6c-4276-8327-206b64f6adb3-thumbnail-1000x1000-70.jpg","",1,"","CAT017",""
"بصل ابيض ايطالي 450 جرام","احصل على بصل ابيض ايطالي 450 جرام | شركة تاج الزراعية, جودة وفعالية في زراعتك","احصل على بصل ابيض ايطالي 450 جرام | شركة تاج الزراعية, جودة وفعالية في زراعتك",143.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/48de7406-3cc7-43d2-a76c-8bfcc29a36c8-thumbnail-1000x1000-70.jpg","",1,"","6285402338263",""
"مابكو جرين مكس 20-20-20 حجم2كجم","مابكو جرين مكس 20-20-20 حجم2كجم | زِر شركة تاج الزراعية. الاستثمار الصحيح في الزراعة","مابكو جرين مكس 20-20-20 حجم2كجم | زِر شركة تاج الزراعية. الاستثمار الصحيح في الزراعة",34.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/79aa5d9e-3b1d-4853-87c5-7966fed31003-thumbnail-1000x1000-70.jpg","",1,"","6295402345604",""
"بذور كزبرة  500 جرام","بذور كزبرة، ذور عالية الجودة تُعزز الحدائق المنزلية والمزارع بنكهتها الرائعة وتستخدم في تحضير العديد","بذور كزبرة، ذور عالية الجودة تُعزز الحدائق المنزلية والمزارع بنكهتها الرائعة وتستخدم في تحضير العديد من الأطباق المشهية | بذور ورقيات، شركة تاج الزراعية",8.50,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/0375182d-7968-4b0f-b332-cd47708eacd3-thumbnail-1000x1000-70.jpg","",1,"","Z.17828378150623255",""
"بذور كرات باكت 50 جرام","بذور كرات مصري عالي الجودة بنسبة إنبات 82% و نسبة نقاوة 99.7%, تغليف عالي الجودة للحفاظ على صلاحيتها","بذور كرات مصري عالي الجودة بنسبة إنبات 82% و نسبة نقاوة 99.7%, تغليف عالي الجودة للحفاظ على صلاحيتها, غير معدلة وراثيا أو كيميائيا",3.45,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/308c8fe9-efb4-4244-aece-f7eb08503ec4-thumbnail-1000x1000-70.jpg","",1,"","Z.17828373145323524",""
"جرجير  باكت 50 جرام","بذور جرجير بنسبة نقاوة 90% و نسبة إنبات تصل الى 85% ذات أوراق عريضة, يمكن زراعتها في اي وقت على مدار","بذور جرجير بنسبة نقاوة 90% و نسبة إنبات تصل الى 85% ذات أوراق عريضة, يمكن زراعتها في اي وقت على مدار العام, احصل عليها الان و زد من إنتاجية زراعتك",3.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/d2b916a6-057a-4862-9333-6806d1b24851-thumbnail-1000x1000-70.jpg","",1,"","Z.17828370259801712",""
"مبيد كلير 100 اي سي لمكافحة الحشرات الطائرة والزاحفة  1 لتر","ﻛﻠري 100 اي يس ﻣﺒﻴﺪ ﺣرشي ﻣﺘﺨﺼﺺ علي ﻫﻴﺌﺔ ﻣﺮﻛﺰ ﻗﺎﺑﻞ ﻟﻼﺳﺘﺤﻼب (EC) ﻳﺤﺘﻮي علي ﻣﺎدة دلتا مثرين اﻟﻔﻌﺎﻟﺔ ﺑﻨﺴ","ﻛﻠري 100 اي يس ﻣﺒﻴﺪ ﺣرشي ﻣﺘﺨﺼﺺ علي ﻫﻴﺌﺔ ﻣﺮﻛﺰ ﻗﺎﺑﻞ ﻟﻼﺳﺘﺤﻼب (EC) ﻳﺤﺘﻮي علي ﻣﺎدة دلتا مثرين اﻟﻔﻌﺎﻟﺔ ﺑﻨﺴﺒﺔ 2.5%، ﻣﻦ ﻣﺠﻤﻮﻋﺔ اﻟﺒريﺛﺮوﻳﺪ. ﻳُﺴﺘﺨﺪم ﻟﻤﻜﺎﻓﺤﺔ اﻟﺤرشات اﻟﻄﺎﺋﺮة واﻟﺰاﺣﻔﺔ ﻣﺜﻞ اﻟﺬﺑﺎب، اﻟﺒﻌﻮض، الصراصير",55.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/8b0bc064-8eaa-4d9e-b993-af93149e2c48-thumbnail-1000x1000-70.jpg","",1,"","Z.17778945148358006",""
"بوتنج سويل 80 لتر","هل تبحث عن تربة زراعية 80 لتر معقمة وغنية تساعد نباتاتك على النمو القوي والصحي؟ إليك بوتنج سويل 80 ل","هل تبحث عن تربة زراعية 80 لتر معقمة وغنية تساعد نباتاتك على النمو القوي والصحي؟ إليك بوتنج سويل 80 لتر من تاج الزراعية، المزيج المتوازن من الطحالب، البيرلايت، لحاء الصنوبر، والفيرميكوليت لتهوية ممتازة",54.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/b7b74e3f-178e-4015-a468-8c54d0685724-thumbnail-1000x1000-70.webp","",1,"","Z.17777998518016567",""
"سماد هيوماس برو 1 عبوة كيلو","اشتري سماد هيوماس برو 1 كيلو بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل لجميع من","اشتري سماد هيوماس برو 1 كيلو بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل لجميع مناطق المملكة. تسوق الآن بأفضل سعر من تاج الزراعية.",74.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c241521b-1e83-4bff-8971-9450dcd583d8-thumbnail-1000x1000-70.webp","",1,"","Z.17768803060406246",""
"بوتنج سويل تربة زراعية 80 لتر","اشتري تربة بوتنج سويل زراعية 80 لتر عالية الجودة. مناسبة لجميع أنواع النباتات والزهور. غنية بالعناصر","اشتري تربة بوتنج سويل زراعية 80 لتر عالية الجودة. مناسبة لجميع أنواع النباتات والزهور. غنية بالعناصر الغذائية. توصيل سريع للسعودية. تسوق الآن من تاج الزراعية.",27.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f36ecaa2-2de5-4b76-8f93-0a13a09d6fcd-thumbnail-1000x1000-70.jpg","",1,"","Z.17768768359216332",""
"بتموس 400 لتر ","اشتري تربة بتموس 400 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من ","اشتري تربة بتموس 400 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. غنية بالعناصر الغذائية الأساسية لنمو النبات.",80.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/376833de-d7be-4627-b92d-f122a7b3869e-thumbnail-1000x1000-70.webp","",1,"","Z.17768764967506115",""
"سماد عضوي أساس المزرعة 25 ك","سماد عضوي ومحسن تربة اساس المزرعة سماد ألبان الصافي هو اساس المزرعة 25 كيلو فهو يناسب جميع أنواع الم","سماد عضوي ومحسن تربة اساس المزرعة سماد ألبان الصافي هو اساس المزرعة 25 كيلو فهو يناسب جميع أنواع المحاصيل والزراعات، سواء كانت حقلية أو بستانية أو خضرية",10.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a55bb0da-c2de-467a-98f6-0cf011577978-thumbnail-1000x1000-70.jpg","",1,"","Z.17768738413591175",""
"ليماكس 500مل- لامبادسيهاليوثرين 5%","تسوق مبيد نسخة من ليماكس 500 مل- لامبادسيهاليوثرين لمكافحة الآفات الزراعية. مبيد فعال وآمن. توصيل سر","تسوق مبيد نسخة من ليماكس 500 مل- لامبادسيهاليوثرين لمكافحة الآفات الزراعية. مبيد فعال وآمن. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية.",35.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/627f5fa7-6d64-4981-bef9-85a3089a0f90-thumbnail-1000x1000-70.jpg","",1,"","Z.1775060648713482",""
"بون اويل 965 اي سي زيت معدني لمكافحة الحشرات القشرية والعناكب","زيت البارافين 96.5% مبيد حشري عناكبي و يستخدم كمادة ناشرة و محسنة لمبيدات الأعشاب. يستخدم كزيت شتوي ","زيت البارافين 96.5% مبيد حشري عناكبي و يستخدم كمادة ناشرة و محسنة لمبيدات الأعشاب. يستخدم كزيت شتوي لمكافحة الحشرات ;كالحشرات القشرية والأطوار الساكنة للحشرات الاخرى. طريقة العمل: مبيد قراد ومبيدات حش",28.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/a49ad4fb-7ca1-48f2-b7e3-48dfa0aaac71-thumbnail-1000x1000-70.jpg","",1,"","Z.17675437528420112",""
"شمام هجين لانا F1 باكت 1000 بذرة","اطلب بذور شمام هجين لانا F1 1000 بذرة للزراعة. بذور عالية الجودة والإنبات لجميع المحاصيل. مناسبة للز","اطلب بذور شمام هجين لانا F1 1000 بذرة للزراعة. بذور عالية الجودة والإنبات لجميع المحاصيل. مناسبة للزراعة المنزلية والحقول. توصيل للسعودية. تسوق من تاج الزراعية.",230.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/46c3aa8a-c613-454d-b24c-4beadf22e3bf-thumbnail-1000x1000-70.jpg","",1,"","Z.17670000765749083",""
"فيلفيت فوستيل المنيوم 80% (1كيلو)","مبيد فيلفيت 80% WG (فوستيل الألمنيوم) الوصف: مبيد فطري جهازي حديث يحتوي على المادة الفعالة فوستيل ال","مبيد فيلفيت 80% WG (فوستيل الألمنيوم) الوصف: مبيد فطري جهازي حديث يحتوي على المادة الفعالة فوستيل الألمنيوم بنسبة 80%. يأتي على شكل حبيبات قابلة للانتشار في الماء (WG)، ويتميز بفعالية واسعة في مكافحة ",79.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/f487fe44-e999-4bac-ae69-5d0409aec168-thumbnail-1000x1000-70.webp","",1,"","Z.17669178970181992",""
"بامية ثريا هجين هندي/200جرام","باميا ثريا - باميا هندي هجين F1 - صنف عالي الجودة إنتاج غزير - طعم ذو جودة عالية تعتبر باميا ثريا ال","باميا ثريا - باميا هندي هجين F1 - صنف عالي الجودة إنتاج غزير - طعم ذو جودة عالية تعتبر باميا ثريا الهندية من أفضل أنواع الباميا التي تتم زراعتها في مناطق خاصة مثل الهند وبعض الدول الأخرى. تتميز باميا ",75.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/39777b77-026b-49ef-92ed-9670862ec5f1-thumbnail-1000x1000-70.webp","",1,"","Z.1763889428856901",""
"دلتاثرين 25 اي سي 1 لتر","تسوق مبيد دلتاثرين 25 اي سي 1 لتر لمكافحة الآفات الزراعية والحشرات. مبيد فعال وآمن للمحاصيل. توصيل س","تسوق مبيد دلتاثرين 25 اي سي 1 لتر لمكافحة الآفات الزراعية والحشرات. مبيد فعال وآمن للمحاصيل. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية.",40.25,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/db1db4d0-5d8d-4e62-8905-2613b5c0882a-thumbnail-1000x1000-70.jpg","",1,"","Z.1763285338885369",""
"مانفيرت ايكو بورون 1 لتر","اشتري سماد مانفيرت ايكو بورون 1 لتر بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل ل","اشتري سماد مانفيرت ايكو بورون 1 لتر بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل لجميع مناطق المملكة. تسوق الآن بأفضل سعر من تاج الزراعية.",28.75,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/4f1deb02-a504-4e1a-83f3-6136ede7c525-thumbnail-1000x1000-70.jpg","",1,"","Z.1762191134696815",""
"مانفيرت ايكو بورون 5 لتر","اشتري سماد مانفيرت ايكو بورون 5 لتر بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل ل","اشتري سماد مانفيرت ايكو بورون 5 لتر بأفضل سعر في السعودية. سماد عالي الجودة لتغذية النباتات. توصيل لجميع مناطق المملكة. تسوق الآن بأفضل سعر من تاج الزراعية.",138.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/dade5b55-006b-4b54-a8b8-e7428a9344be-thumbnail-1000x1000.png","",1,"","Z.17621901203943348",""
"تربة زراعية مخصبة 225 لتر","اشتري تربة زراعية مخصبة 225 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل ","اشتري تربة زراعية مخصبة 225 لتر عالية الجودة. مناسبة للنباتات. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية. غنية بالعناصر الغذائية الأساسية لنمو.",130.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/c722a95a-b5a4-4303-88d3-4323350662e9-thumbnail-1000x1000-70.jpg","",1,"","Z.1761933348823402",""
"مبيد سبيشياليست  اميدا كلوبرايد 70% حجم 500 جرام","تسوق مبيد سبيشياليست اميدا كلوبرايد 500 جرام لمكافحة الآفات الزراعية. مبيد فعال وآمن. توصيل سريع للس","تسوق مبيد سبيشياليست اميدا كلوبرايد 500 جرام لمكافحة الآفات الزراعية. مبيد فعال وآمن. توصيل سريع للسعودية. تسوق الآن بأفضل سعر من تاج الزراعية.",100.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/ac90777d-6f0a-4fcd-a5a3-35b5523df5a1-thumbnail-1000x1000-70.webp","",1,"","Z.17598509690086865",""
"Magical Care – مجموعة العناية السحرية بالنبات","تسوق نبات Magical Care –مجموعة العناية السحرية بال للمنزل والحديقة. نباتات طبيعية جميلة ومناسبة لجمي","تسوق نبات Magical Care –مجموعة العناية السحرية بال للمنزل والحديقة. نباتات طبيعية جميلة ومناسبة لجميع الأماكن. توصيل للسعودية. تسوق من تاج الزراعية.",275.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/111e41e6-501c-4b3e-b48a-82f63d66ab83-thumbnail-1000x1000.png","",1,"","Z.68552.1753972674705084",""
"محلول نبتة B2","مكمل غذائي للنباتات. هذا المحلول يُستخدم لتغذية النباتات وتحسين نموها وصحتها. يساهم في تقوية النباتا","مكمل غذائي للنباتات. هذا المحلول يُستخدم لتغذية النباتات وتحسين نموها وصحتها. يساهم في تقوية النباتات وزيادة مقاومتها للإجهاد البيئي | أسمدة الزراعة المائية",35.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/db5547e0-c552-4995-a6e4-906f157d1de3-thumbnail-1000x1000-70.jpg","",1,"","1200500006",""
"بذور دوار الشمس","توفر بذور عباد الشمس العديد من الفوائد والمميزات عند زراعتها، وبالتالي إذا كنت تبحث عن زهرة للاستفاد","توفر بذور عباد الشمس العديد من الفوائد والمميزات عند زراعتها، وبالتالي إذا كنت تبحث عن زهرة للاستفادة منها صحيًا وجماليًا فلا تتردد في اقتناء بذور دوار الشمس وشرائها من متجرنا تاج الزراعية الآن",5.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/70630f52-67f3-4ae2-b2ce-e115d0db8bd1-thumbnail-1000x1000-70.jpeg","",1,"","Z.68552.16017538756647234",""
"بايكو٢   مبيد طبيعي المادة الفعالة ماترين مستخلص نباتي ","""بايكو ٢"" هو مبيد عضوي يستخدم في مجال الزراعة لمكافحة الآفات والحشرات الضارة. يتميز بأنه ينتمي إلى","""بايكو ٢"" هو مبيد عضوي يستخدم في مجال الزراعة لمكافحة الآفات والحشرات الضارة. يتميز بأنه ينتمي إلى فئة المبيدات العضوية | مبيدات عضوية، شركة تاج الزراعية",109.25,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/cc4000a4-6bb3-4b17-bdca-1456057f0ba6-thumbnail-1000x1000-70.jpeg","",1,"","3200002",""
"محلول نبتة – رافع لدرجة الحموضة","محلول نبتة رافع لدرجة الحموضة، الذي يعزز صحة نباتاتك ويمنحها النمو المثالي , الحل المثالي للمزارعين ","محلول نبتة رافع لدرجة الحموضة، الذي يعزز صحة نباتاتك ويمنحها النمو المثالي , الحل المثالي للمزارعين الذين يسعون لتحسين جودة التربة | أسمدة الزراعة المائية، شركة تاج الزراعية",35.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/81b55835-2e9e-4846-ad66-f41ec57f4c21-thumbnail-1000x1000-70.jpg","",1,"","1200300026",""
"محلول نبتة – خافض لدرجة الحموضة","محلول نبتة خافض لدرجة الحموضة المبتكر الذي يحفاظ على توازن التربة وصحة نباتاتك، استخدم منتجنا لتحسين","محلول نبتة خافض لدرجة الحموضة المبتكر الذي يحفاظ على توازن التربة وصحة نباتاتك، استخدم منتجنا لتحسين جودة التربة بفعالية | أسمدة الزراعة المائية، شركة تاج الزراعية",40.00,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/597877ed-22d4-4735-9075-6eee6c8f9b98-thumbnail-1000x1000-70.jpg","",1,"","1200500008",""
"كاسات 3 انش","كاس زراعة مائية 3 انش يستخدم في الزراعة المائية ، حيث يتم وضع الكأس في فتحات أنابيب التصريف يوضع ضمن","كاس زراعة مائية 3 انش يستخدم في الزراعة المائية ، حيث يتم وضع الكأس في فتحات أنابيب التصريف يوضع ضمنه الحجر البركاني او البرلايت او الصوف الصخري",0.70,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/da98fb0e-c5e3-4205-9b61-b54885dafe87-thumbnail-1000x1000-70.jpg","",1,"","4200202",""
"كاسات 4 انش","كاس للزراعة المائية 4 انش بديل الأحواض لوضع الوسط الزراعي بديل التربة البرلايت والحجر البركاني والصو","كاس للزراعة المائية 4 انش بديل الأحواض لوضع الوسط الزراعي بديل التربة البرلايت والحجر البركاني والصوف الصخري، يستخدم في أنظمة الزراعة المائية ويأتي بلونين أبيض و أسود",0.81,SAR,100,"https://media.zid.store/thumbs/7de0e23a-34de-4534-a0e6-ecf31aab83f7/6094d3d2-def8-4f24-b40c-901f9e38e631-thumbnail-1000x1000-70.jpeg","",1,"","4200203",""
